Disease,Genes,id,did,Summary
Charcot-Marie-Tooth disease type 2B1,['LMNA'],MESH:C537990,DOID:0110156,A Charcot-Marie-Tooth disease type 2 that has_material_basis_in homozygous mutation in the lamin A/C gene (LMNA) on chromosome 1q22.
Charcot-Marie-Tooth disease type 2B2,['PNKP'],MESH:C537991,DOID:0110179,A Charcot-Marie-Tooth disease type 2 that has_material_basis_in homozygous mutation in the MED25 gene.
Charcot-Marie-Tooth disease type 2I,[],MESH:C535416,DOID:0110158,A Charcot-Marie-Tooth disease type 2 that has_material_basis_in heterozygous mutation in the myelin protein-zero gene (MPZ) on chromosome 1q23.
Charcot-Marie-Tooth disease type 4A,['GDAP1'],MESH:C535419,DOID:0110185,A Charcot-Marie-Tooth disease type 4 that has_material_basis_in mutation in the gene encoding ganglioside-induced differentiation-associated protein-1 (GDAP1) on chromosome 8q21.
Charcot-Marie-Tooth disease type 4B1,['MTMR2'],MESH:C535420,DOID:0110191,A Charcot-Marie-Tooth disease type 4 that has_material_basis_in mutation in the gene encoding the myotubularin-related protein-2 (MTMR2).
Charcot-Marie-Tooth disease type 4B2,['SBF2'],MESH:C535421,DOID:0110190,A Charcot-Marie-Tooth disease type 4 that has_material_basis_in mutation in the SBF2 gene.
Charlevoix-Saguenay spastic ataxia,['SACS'],MESH:C536787,DOID:0050946,"An autosomal recessive cerebellar ataxia that is characterized by early onset of cerebellar ataxia, pyramidal tract signs and peripheral neuropathy, has_material_basis_in homozygous or compound heterozygous mutation in the gene encoding the sacsin protein on chromosome 13q12."
Chediak-Higashi syndrome,['LYST'],MESH:D002609,DOID:2935,"A syndrome characterized by oculocutaneous albinism, immune deficiency, coagulation deficiency and neuropathy and that has_material_basis_in homozygous or compound heterozygous mutation in the lysosomal trafficking regulator gene (LYST) on chromosome 1q42."
Chilblain lupus,"['TREX1', 'SAMHD1']",MESH:C535924,DOID:0060386,"A cutaneous form of systemic lupus erythermatosus that is characterized by painful nodular skin lesions precipitated by variation in temperatures, has_material_basis_in autosomal dominant inheritance of mutation in the TREX1 gene."
Christianson syndrome,['SLC9A6'],MESH:C537450,DOID:0060825,"A syndromic X-linked intellectual disability characterized by severe developmental delay, intellectual disability, microcephaly, impaired speech, ataxia, hypotonia and early-onset seizures that has_material_basis_in mutation in the SLC9A6 gene on chromosome Xq26."
Churg-Strauss syndrome,['VTN'],MESH:D015267,DOID:3049,"A vasculitits that is systemic vasculitis realized as blood vessel inflammation and has_symptom asthma along with hay fever, rash and gastrointestinal bleeding."
Clark-Baraitser syndrome,['TRIP12'],MESH:C536208,DOID:0080234,An autosomal dominant intellectual developmental disorder that has_material_basis_in heterozygous mutation in the TRIP12 gene on chromosome 2q36.
Clouston syndrome,['GJB6'],MESH:D004476,DOID:14693,"An ectodermal dysplasia that is characterized by abnormalities of the hair, nails, and skin, with the teeth and sweat glands being unaffected and that has_material_basis_in heterozygous mutation in the GJB6 gene, which encodes connexin-30, on chromosome 13q12."
Cockayne syndrome,"['ERCC8', 'ERCC6']",MESH:D003057,DOID:2962,"A syndrome that is characterized by an abnormally small head size (microcephaly), a failure to gain weight and grow at the expected rate (failure to thrive) leading to very short stature, and delayed development."
Coffin-Lowry syndrome,['RPS6KA3'],MESH:D038921,DOID:3783,"A syndrome that is characterized by skeletal malformations, growth retardation, hearing deficit, paroxysmal movement disorders, and cognitive impairment in affected males and some carrier females, and has_material_basis_in mutation in the RSK2 gene on chromosome Xp22."
Coffin-Siris syndrome,['ARID1B'],MESH:C536436,DOID:1925,"An autosomal dominant intellectual developmental disorder that is characterized by mental retardation associated with coarse facial features, hypertrichosis, sparse scalp hair, and hypoplastic or absent fifth fingernails or toenails."
Cohen syndrome,['VPS13B'],MESH:C536438,DOID:0111590,"A syndrome characterized by facial dysmorphism, microcephaly, truncal obesity, impaired intellectual development, progressive retinopathy, and intermittent congenital neutropenia that has_material_basis_in homozygous or compound heterozygous mutation in the VPS13B gene on chromosome 8q22.2."
Cole-Carpenter syndrome,"['P4HB', 'SEC24D']",MESH:C535963,DOID:0060438,"An osteogenesis imperfecta characterized by craniosynostosis, communicating hydrocephalus, ocular proptosis, marked postnatal growth failure, and distinctive facial appearance."
Cor pulmonale,['CX3CL1'],MESH:D011660,DOID:8515,A congestive heart failure that involves a failure of the right side of the heart and is characterized by an enlargement of the right ventricle of the heart as a response to increased resistance or high blood pressure in the lungs.
Cornelia de Lange syndrome,"['NIPBL', 'BRD4']",MESH:D003635,DOID:11725,"A syndrome that is characterized by slow growth before and after birth, intellectual disability that is usually severe to profound, skeletal abnormalities involving the arms and hands, and distinctive facial features."
Costello syndrome,[],MESH:D056685,DOID:0050469,"A RASopathy characterized by craniofacial dysmorphology, cardiac defects, mild mental retardation, and high birth weight followed by a failure to thrive and developmental delays."
Crigler-Najjar syndrome,['UGT1A1'],MESH:D003414,DOID:3803,A bilirubin metabolic disorder that involves a build up of bilirubin as bilirubin is not being broken down as a result of a lack or deficiency of the enzyme uridine diphosphate glycosyltransferase (UGT).
Crimean-Congo hemorrhagic fever,"['IFNA17', 'IFNA1']",MESH:D006479,DOID:12287,"A viral infectious disease that is a hemorrhagic fever, has_material_basis_in Orthonairovirus haemorrhagiae, which is transmitted_by Hyalomma ticks. The infection has_symptom headache, has_symptom high fever, has_symptom back pain, has_symptom joint pain, has_symptom stomach pain, has_symptom vomiting, has_symptom red eyes, has_symptom flushed face, has_symptom red throat, has_symptom petechiae (red spots) on the palate, has_symptom jaundice, has_symptom nosebleeds, and has_symptom blood in the feces and urine."
Crohn's disease,"['IL6', 'ICAM1', 'PRF1', 'NOD2', 'IL10', 'UGT1A1', 'CLDN1', 'SLC11A1', 'MBL2', 'SLC22A5', 'BPI', 'PTPN22', 'MKI67', 'GSTM1', 'CD40', 'LRRK2', 'JAK2', 'OCLN', 'HLA-DPA1', 'FCGR2A', 'IL23R', 'GC', 'FCGR3A', 'GSTT1', 'ABCB1', 'STAT3']",MESH:D003424,DOID:8778,An intestinal disease that involves inflammation located_in intestine.
Crouzon syndrome,['FGFR2'],MESH:D003394,DOID:2339,A craniosynostosis that involves premature fusion of certain skull bones. This early fusion prevents the skull from growing normally and affects the shape of the head and face. The disease is associated with mutations in the FGFR2 gene.
Cryptococcal meningitis,['MBL2'],MESH:D016919,DOID:0080159,A fungal meningitis that has_material_basis_in Crypococcus fungal infection.
Currarino syndrome,['MNX1'],MESH:C536221,DOID:0111546,"A syndrome characterized by anorectal malformations, a presacral mass, and partial sacral agenesis with intact first sacral vertebra that has_material_basis_in heterozygous mutation in HLXB9 on chromosome 7q36.3."
Cytomegalovirus retinitis,['HLA-B'],MESH:D017726,DOID:0080160,A retinitis that has_material_basis_in Cytomegalovirus.
D-glyceric aciduria,[],MESH:C535767,DOID:0111626,An inherited metabolic disorder characterized by impaired serine and fructose metabolism resulting in elevated excretion of D-glyceric acid that has_material_basis_in homozygous or compound heterozygous mutation in the GLYCTK gene on chromosome 3p21.2.
DOORS syndrome,['TBC1D24'],MESH:C538204,DOID:0111627,"A syndrome characterized by sensorineural deafness, onychodystrophy, osteodystrophy, seizures, and intellectual disability that has_material_basis_in homozygous or compound heterozygous mutation in the TBC1D24 gene on chromosome 16p13.3."
Dandy-Walker syndrome,['ZIC1'],MESH:D003616,DOID:2785,A cerebellar disease that is characterized by hypoplasia and upward rotation of the cerebellar vermis and cystic dilation of the fourth ventricle.
Danon disease,['LAMP2'],MESH:D052120,DOID:0050437,"A lysosomal storage disease that is characterized by cardiomyopathy, skeletal myopathy and intellectual disability and has_material_basis_in mutations in the LAMP2 gene."
De Sanctis-Cacchione syndrome,['ERCC6'],MESH:C535992,DOID:0112158,"A xeroderma pigmentosum characterized by xeroderma pigmentosum, short stature, intellectual disabilities, and progressive neurologic degeneration."
Dent disease,"['OCRL', 'CLCN5']",MESH:C538212,DOID:0050699,"A renal tubular transport disease that is characterized by tubular proteinuria, hypercalciuria, calcium nephrolithiasis, nephrocalcinosis and chronic kidney failure and has_material_basis_in X-linked recessive inheritance of mutations in the CLCN5 gene or OCRL1 gene."
Denys-Drash syndrome,['WT1'],MESH:D030321,DOID:3764,"A syndrome that is characterized by the association of diffuse mesangial sclerosis (DMS), male pseudohermaphroditism with a 46,XY karyotype, and nephroblastoma that derives_from an abnormality in the WT1 gene (Wilms' tumor suppressor gene)."
Desbuquois dysplasia,"['XYLT1', 'CANT1']",MESH:C535943,DOID:0060462,"An osteochondrodysplasia characterized by short stature, joint laxity, scoliosis, and advanced carpal ossification with a delta phalanx."
DiGeorge syndrome,"['DVL1', 'ARVCF', 'TBX1', 'UFD1']",MESH:D004062,DOID:11198,A syndrome that has_material_basis_in a large deletion of the chromosome 22q11.2 region which includes the DGS gene needed for development of the thymus and related glands with subsequent lack of T-cell production.
Diamond-Blackfan anemia,"['RPS19', 'HEATR3', 'GH1']",MESH:D029503,DOID:1339,A congenital hypoplastic anemia that is characterized by anemia (low red blood cell counts) with decreased erythroid progenitors in the bone marrow and has_material_basis_insufficient levels of red blood cells due to bone marrow dysfunction.
Diamond-Blackfan anemia 1,['RPS19'],MESH:C567302,DOID:0111895,A Diamond-Blackfan anemia that has_material_basis_in heterozygous mutation in the RPS19 gene on chromosome 19q13.2.
Diamond-Blackfan anemia 10,['RPS26'],MESH:C567649,DOID:0111888,A Diamond-Blackfan anemia that has_material_basis_in heterozygous mutation in the RPS26 gene on chromosome 12q13.2.
Diamond-Blackfan anemia 4,['RPS17'],MESH:C567281,DOID:0111890,A Diamond-Blackfan anemia that has_material_basis_in heterozygous mutation in the RPS17 gene on chromosome 15q25.2.
Diamond-Blackfan anemia 5,['RPL35A'],MESH:C567280,DOID:0111883,A Diamond-Blackfan anemia that has_material_basis_in heterozygous mutation in the RPL35A gene on chromosome 3q29.
Diamond-Blackfan anemia 6,['RPL5'],MESH:C538442,DOID:0111879,A Diamond-Blackfan anemia that has_material_basis_in heterozygous mutation in the RPL5 gene on chromosome 1p22.1.
Diamond-Blackfan anemia 7,['RPL11'],MESH:C567254,DOID:0111878,A Diamond-Blackfan anemia that has_material_basis_in heterozygous mutation in the RPL11 gene on chromosome 1p36.11.
Diamond-Blackfan anemia 8,['RPS7'],MESH:C567253,DOID:0111881,A Diamond-Blackfan anemia that has_material_basis_in heterozygous mutation in the RPS7 gene on chromosome 2p25.3.
Diamond-Blackfan anemia 9,['RPS10'],MESH:C567650,DOID:0111884,A Diamond-Blackfan anemia that has_material_basis_in heterozygous mutation in the RPS10 gene on chromosome 6p21.31.
Diamond-blackfan anemia 3,['RPS24'],MESH:C536355,DOID:0111887,A Diamond-Blackfan anemia that has_material_basis_in heterozygous mutation in the RPS24 gene on chromosome 10q22.3.
Donnai-Barrow syndrome,[],MESH:C536390,DOID:0090144,"A syndrome that is characterized by facial and ocular abnormalities, sensorineural hearing loss, agenesis of the corpus callosum, variable intellectual disability, and proteinuria that has_material_basis_in homozygous or compound heterozygous mutation in the LDL receptor related protein 2 gene (LRP2) on chromosome 2q31."
Donohue syndrome,['INSR'],MESH:D056731,DOID:0050470,"A syndrome that is characterized by protuberant and low-set ears, flaring nostrils, thick lips, enlarged secondary sex organs and overwhelming insulin resistance and has_material_basis_in mutation within the INSR gene causing abnormalities in the insulin receptor."
Dowling-Degos disease,"['POFUT1', 'KRT5', 'POGLUT1']",MESH:C562924,DOID:0060256,"A pigmentation disease characterized by a reticulate pattern of abnormally dark skin coloring, particularly in the body's folds and creases."
Down syndrome,"['MMP9', 'MTHFD1', 'SNAP25', 'SOD1', 'MTHFR']",MESH:D004314,DOID:14250,A chromosomal disease that is characterized by flat-looking facial features and weak muscle tone (hypotonia) in infancy and is caused by trisomy of all or a critical portion of chromosome 21 and is associated with intellectual disability.
Doyne honeycomb retinal dystrophy,['EFEMP1'],MESH:C535602,DOID:0060745,A retinal drusen characterized by yellow-white deposits (drusen) that accumulate beneath the retinal pigment epithelium in the posterior pole of the eye in a honeycomb pattern and that has_material_basis_in mutations in the EFEMP1 gene on chromosome 2p16.
Dubin-Johnson syndrome,['ABCC2'],MESH:D007566,DOID:12308,A bilirubin metabolic disorder that involves elevated levels of unconjugated bilirubin without elevation of liver alanine transaminase and aspartate transaminase enzymes as a result of the deficient ability of hepatocytes to secrete conjugated bilirubin into the bile.
Duchenne muscular dystrophy,"['ITGA7', 'DAG1', 'DMD']",MESH:D020388,DOID:11723,A muscular dystrophy that has_material_basis_in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
EAST syndrome,['KCNJ10'],MESH:C557674,DOID:0060484,"A syndrome characterized by seizures, sensorineural deafness, ataxia, mental retardation, and electrolyte imbalance and has_material_basis_in homozygous or compound heterozygous mutation in the KCNJ10 gene on chromosome 1q23."
EEC syndrome,['TP63'],MESH:C536189,DOID:0060782,"A syndrome characterized by ectrodactyly, ectodermal dysplasia, and orofacial clefts (cleft lip-palate)."
Ehlers-Danlos syndrome,"['LOX', 'COL3A1', 'COL5A1', 'SLC39A13', 'COL5A2', 'ADAMTS2', 'B4GALT7', 'TNXB']",MESH:D004535,DOID:13359,"A collagen disease that is characterized by extremely flexible joints, elastic skin, and excessive bruising caused by a heritable defect in collagen synthesis, which leads to marked healing difficulties. EDS has five cardinal signs, which may be present to some degree in all of the subtypes. These five cardinal signs are skin fragility, blood vessel fragility, skin hyperelasticity, joint hypermobility, and characteristic subcutaneous nodules."
